trial,seed,condition,contrast,utterance,u_len,rsa_prob,aif_prob,listener_p_target,is_correct
0,11,close,12.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
1,11,far,18.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
2,11,far,31.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
3,11,close,38.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
4,11,close,67.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
5,11,split,16.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
6,11,close,11.0,light green,2,0.13359156175773498,0.14132387248644004,1.0,1
7,11,close,13.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
8,11,split,88.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
9,11,far,8.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
10,11,far,21.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
11,11,far,38.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
12,11,far,16.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
13,11,close,50.0,dark green,2,0.13359156175773498,0.14132387248644004,1.0,1
14,11,close,70.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
15,11,split,14.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
16,11,split,95.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
17,11,far,26.0,light red,2,0.13359156175773462,0.14132387248644004,0.0,0
18,11,split,19.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
19,11,far,94.0,vivid cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
20,11,split,30.0,brown,1,0.1552112509896867,0.14490150335141327,1.0,1
21,11,close,18.0,dull purple,2,0.13359156175773462,0.14132387248644004,0.0,0
22,11,far,91.0,vivid brown,2,0.13359156175773498,0.14132387248644004,1.0,1
23,11,far,41.0,dull purple,2,0.13359156175773498,0.14132387248644004,1.0,1
24,11,close,44.0,dull red,2,0.13359156175773498,0.14132387248644004,1.0,1
25,11,far,7.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
26,11,close,31.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
27,11,split,31.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
28,11,split,41.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
29,11,close,21.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
30,11,far,23.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
31,11,close,65.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
32,11,close,80.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
33,11,split,31.0,dark orange,2,0.13359156175773498,0.14132387248644004,1.0,1
34,11,far,52.0,vivid red,2,0.13359156175773462,0.14132387248644004,0.0,0
35,11,close,58.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
36,11,split,5.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
37,11,close,5.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
38,11,split,54.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
39,11,close,65.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
40,11,close,61.0,dark purple,2,0.13359156175773498,0.14132387248644004,1.0,1
41,11,close,107.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
42,11,close,94.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
43,11,far,9.0,red,1,0.1552112509896867,0.14490150335141327,1.0,1
44,11,split,31.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
45,11,split,51.0,dark brown,2,0.13359156175773462,0.14132387248644004,0.0,0
46,11,close,21.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
47,11,close,71.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
48,11,close,39.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
49,11,split,15.0,dull yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
50,11,far,12.0,dull red,2,0.13359156175773462,0.14132387248644004,0.0,0
51,11,split,41.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
52,11,close,11.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
53,11,close,33.0,dull purple,2,0.13359156175773498,0.14132387248644004,1.0,1
54,11,split,61.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
55,11,far,105.0,cyan,1,0.15521125098968716,0.14490150335141327,2.5573141710176495e-139,0
56,11,close,21.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
57,11,close,38.0,light blue,2,0.13359156175773498,0.14132387248644004,1.0,1
58,11,close,14.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
59,11,close,17.0,light green,2,0.13359156175773498,0.14132387248644004,1.0,1
60,11,close,111.0,dark red,2,0.13359156175773462,0.14132387248644004,0.0,0
61,11,split,27.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
62,11,far,55.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
63,11,close,47.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
64,11,split,17.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
65,11,close,32.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
66,11,close,35.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
67,11,far,44.0,vivid purple,2,0.13359156175773498,0.14132387248644004,1.0,1
68,11,split,10.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
69,11,close,41.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
70,11,split,5.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
71,11,close,14.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
72,11,close,52.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
73,11,close,56.0,vivid orange,2,0.13359156175773462,0.14132387248644004,0.0,0
74,11,close,10.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
75,11,split,18.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
76,11,far,10.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
77,11,split,13.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
78,11,close,37.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
79,11,close,17.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
80,11,close,12.0,dull pink,2,0.13359156175773498,0.14132387248644004,1.0,1
81,11,split,52.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
82,11,split,21.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
83,11,close,16.0,dull yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
84,11,far,66.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
85,11,close,44.0,light red,2,0.13359156175773462,0.14132387248644004,0.0,0
86,11,split,42.0,dull orange,2,0.13359156175773462,0.14132387248644004,0.0,0
87,11,close,13.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
88,11,close,86.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
89,11,far,15.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
90,11,close,16.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
91,11,split,29.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
92,11,split,21.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
93,11,far,10.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
94,11,far,12.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
95,11,split,7.0,orange,1,0.1552112509896867,0.14490150335141327,1.0,1
96,11,split,34.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
97,11,split,70.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
98,11,close,67.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
99,11,far,11.0,dark yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
100,11,close,5.0,dull purple,2,0.13359156175773498,0.14132387248644004,1.0,1
101,11,far,44.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
102,11,split,50.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
103,11,split,74.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
104,11,split,19.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
105,11,close,53.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
106,11,far,15.0,light purple,2,0.13359156175773498,0.14132387248644004,1.0,1
107,11,close,18.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
108,11,split,36.0,dark red,2,0.13359156175773498,0.14132387248644004,1.0,1
109,11,close,8.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
110,11,close,17.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
111,11,close,28.0,cyan,1,0.155211260326818,0.1449015123751555,0.9999999992570909,1
112,11,close,42.0,dark pink,2,0.13359156175773462,0.14132387248644004,0.0,0
113,11,split,15.0,dull cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
114,11,far,42.0,dark brown,2,0.13359156175773498,0.14132387248644004,1.0,1
115,11,close,60.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
116,11,far,68.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
117,11,close,32.0,vivid pink,2,0.13359156175773498,0.14132387248644004,1.0,1
118,11,far,48.0,dull orange,2,0.13359156175773462,0.14132387248644004,0.0,0
119,11,close,15.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
120,11,close,11.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
121,11,close,11.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
122,11,far,90.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
123,11,far,12.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
124,11,close,32.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
125,11,far,21.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
126,11,close,32.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
127,11,close,47.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
128,11,close,26.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
129,11,far,77.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
130,11,split,17.0,light cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
131,11,close,44.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
132,11,close,38.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
133,11,far,83.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
134,11,split,39.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
135,11,split,54.0,dull orange,2,0.13359156175773462,0.14132387248644004,0.0,0
136,11,split,30.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
137,11,close,30.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
138,11,split,61.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
139,11,split,13.0,dull yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
140,11,close,27.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
141,11,far,19.0,dull cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
142,11,close,9.0,dark purple,2,0.13359156175773498,0.14132387248644004,1.0,1
143,11,split,39.0,dull purple,2,0.13359156175773462,0.14132387248644004,0.0,0
144,11,split,15.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
145,11,split,70.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
146,11,split,5.0,vivid purple,2,0.13359156175773498,0.14132387248644004,1.0,1
147,11,close,28.0,vivid pink,2,0.13359156175773498,0.14132387248644004,1.0,1
148,11,split,10.0,dull blue,2,0.13359156175773498,0.14132387248644004,1.0,1
149,11,close,18.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
150,11,close,43.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
151,11,far,14.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
152,11,far,64.0,light red,2,0.13359156175773498,0.14132387248644004,1.0,1
153,11,close,97.0,light pink,2,0.13359156175773462,0.14132387248644004,3.267703203095664e-97,0
154,11,far,37.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
155,11,far,65.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
156,11,close,24.0,light pink,2,0.13359156175773498,0.14132387248644004,1.0,1
157,11,far,26.0,dull brown,2,0.13359156175773462,0.14132387248644004,0.0,0
158,11,close,18.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
159,11,split,48.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
160,11,close,58.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
161,11,split,31.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
162,11,far,71.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
163,11,far,12.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
164,11,split,18.0,light brown,2,0.13359156175773462,0.14132387248644004,0.0,0
165,11,far,34.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
166,11,close,7.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
167,11,split,71.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
168,11,close,85.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
169,11,close,16.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
170,11,far,34.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
171,11,close,49.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
172,11,close,18.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
173,11,split,13.0,vivid pink,2,0.13359156175773498,0.14132387248644004,1.0,1
174,11,split,37.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
175,11,far,88.0,orange,1,0.1552112509896867,0.14490150335141327,1.0,1
176,11,split,48.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
177,11,split,32.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
178,11,close,62.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
179,11,far,28.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
180,11,close,10.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
181,11,split,44.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
182,11,far,63.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
183,11,close,19.0,dark green,2,0.13359156175773462,0.14132387248644004,0.0,0
184,11,split,15.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
185,11,split,38.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
186,11,split,18.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
187,11,far,29.0,gray,1,0.1552112509896867,0.14490150335141327,1.0,1
188,11,split,43.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
189,11,far,9.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
190,11,far,39.0,vivid purple,2,0.13359156175773498,0.14132387248644004,1.0,1
191,11,close,32.0,dark green,2,0.13359156175773498,0.14132387248644004,1.0,1
192,11,far,7.0,vivid brown,2,0.13359156175773462,0.14132387248644004,0.0,0
193,11,split,42.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
194,11,split,31.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
195,11,split,21.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
196,11,far,71.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
197,11,split,67.0,vivid red,2,0.13359156175773498,0.14132387248644004,1.0,1
198,11,close,13.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
199,11,split,30.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
200,11,far,5.0,orange,1,0.1552112509896867,0.14490150335141327,1.0,1
201,11,close,67.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
202,11,far,41.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
203,11,far,73.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
204,11,far,33.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
205,11,split,27.0,gray,1,0.1552112509896867,0.14490150335141327,1.0,1
206,11,close,30.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
207,11,far,19.0,blue,1,0.15521125098968716,0.14490150335141327,2.5489304856633298e-297,0
208,11,far,39.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
209,11,far,45.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
210,11,far,16.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
211,11,close,25.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
212,11,far,75.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
213,11,split,39.0,dark pink,2,0.13359156175773498,0.14132387248644004,1.0,1
214,11,close,33.0,light yellow,2,0.12781159865022435,0.14164436622174917,0.8139213709812049,1
215,11,close,26.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
216,11,close,11.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
217,11,far,52.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
218,11,split,25.0,dull blue,2,0.13359156175773462,0.14132387248644004,0.0,0
219,11,close,24.0,dark green,2,0.13359156175773498,0.14132387248644004,1.0,1
220,11,split,82.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
221,11,far,59.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
222,11,close,15.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
223,11,far,8.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
224,11,close,11.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
225,11,split,7.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
226,11,far,43.0,orange,1,0.1552112509896867,0.14490150335141327,1.0,1
227,11,close,45.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
228,11,close,7.0,dull cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
229,11,split,47.0,dull red,2,0.13359156175773462,0.1396243321596188,0.0,0
230,11,split,14.0,vivid pink,2,0.13359156175773498,0.14132387248644004,1.0,1
231,11,far,75.0,vivid blue,2,0.13359156175773498,0.14132387248644004,1.0,1
232,11,far,52.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
233,11,split,15.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
234,11,split,29.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
235,11,close,13.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
236,11,close,13.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
237,11,far,42.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
238,11,far,19.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
239,11,close,44.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
240,11,close,43.0,dark brown,2,0.13359156175773462,0.14132387248644004,0.0,0
241,11,close,63.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
242,11,far,37.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
243,11,split,51.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
244,11,far,10.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
245,11,close,40.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
246,11,close,87.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
247,11,far,18.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
248,11,split,40.0,dark brown,2,0.13359156175773498,0.14132387248644004,1.0,1
249,11,split,31.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
250,11,far,40.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
251,11,split,17.0,dark red,2,0.13359156175773498,0.14132387248644004,1.0,1
252,11,split,14.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
253,11,far,19.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
254,11,split,23.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
255,11,far,15.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
256,11,close,27.0,dull orange,2,0.13359156175773498,0.14132387248644004,1.0,1
257,11,far,36.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
258,11,close,24.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
259,11,far,28.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
260,11,split,35.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
261,11,split,26.0,dull blue,2,0.13359156175773498,0.14132387248644004,1.0,1
262,11,far,22.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
263,11,close,13.0,light red,2,0.13359156175773462,0.14132387248644004,0.0,0
264,11,split,56.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
265,11,split,17.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
266,11,split,9.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
267,11,far,62.0,dark orange,2,0.13359156175773498,0.14132387248644004,1.0,1
268,11,split,19.0,light red,2,0.13359156175773462,0.14132387248644004,0.0,0
269,11,far,85.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
270,11,close,49.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
271,11,close,16.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
272,11,split,61.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
273,11,close,31.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
274,11,split,25.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
275,11,far,12.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
276,11,far,28.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
277,11,split,60.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
278,11,close,12.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
279,11,far,69.0,dark green,2,0.13359156175773462,0.14132387248644004,0.0,0
280,11,close,30.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
281,11,split,26.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
282,11,far,63.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
283,11,close,7.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
284,11,close,59.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
285,11,far,60.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
286,11,far,16.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
287,11,close,18.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
288,11,close,27.0,vivid yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
289,11,far,21.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
290,11,far,38.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
291,11,far,17.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
292,11,split,17.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
293,11,split,73.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
294,11,split,15.0,light yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
295,11,split,13.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
296,11,far,27.0,dark red,2,0.13359156175773498,0.14132387248644004,1.0,1
297,11,far,32.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
298,11,far,26.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
299,11,far,40.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
300,11,close,16.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
301,11,split,32.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
302,11,close,12.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
303,11,close,12.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
304,11,far,28.0,dark pink,2,0.13359156175773462,0.14132387248644004,0.0,0
305,11,split,58.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
306,11,far,53.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
307,11,far,28.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
308,11,far,67.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
309,11,close,16.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
310,11,close,52.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
311,11,far,10.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
312,11,far,21.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
313,11,split,12.0,dull red,2,0.13359156175773462,0.14132387248644004,0.0,0
314,11,far,17.0,pink,1,0.1552112509896867,0.14490150335141327,1.0,1
315,11,split,10.0,vivid cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
316,11,close,89.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
317,11,close,67.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
318,11,far,83.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
319,11,close,73.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
320,11,close,46.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
321,11,close,36.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
322,11,far,25.0,dull yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
323,11,close,40.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
324,11,far,35.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
325,11,split,12.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
326,11,far,18.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
327,11,close,7.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
328,11,far,13.0,dark green,2,0.13359156175773462,0.1456880159529059,0.0,0
329,11,close,9.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
330,11,far,25.0,dark yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
331,11,close,64.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
332,11,far,15.0,dull brown,2,0.13359156175773498,0.14132387248644004,1.0,1
333,11,close,30.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
334,11,far,66.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
335,11,far,50.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
336,11,split,8.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
337,11,split,80.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
338,11,close,17.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
339,11,far,19.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
340,11,far,14.0,dull purple,2,0.13359156175773462,0.14132387248644004,0.0,0
341,11,close,30.0,light green,2,0.13359156175773498,0.14132387248644004,1.0,1
342,11,split,22.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
343,11,split,81.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
344,11,split,22.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
345,11,split,64.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
346,11,split,52.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
