utterance,p1_mean,n_obs,entropy,ambiguity
dark one,0.8705811179477548,1,0.3852805302199856,0.25883776410449033
dark one again,0.8852026289376626,1,0.35642932071365996,0.2295947421246749
dark or bright,0.8899379175733985,1,0.3466451155180907,0.22012416485320307
dark or bright?,0.8898507228953046,2,0.3468273229331286,0.2202985542093907
dark or light,0.8645219900869229,5,0.39666906479362424,0.27095601982615425
dark or light blue,0.8952782992525803,1,0.3353354446838809,0.20944340149483942
dark or light?,0.8635360395496894,7,0.39849225195921306,0.27292792090062123
dark or lighter?,0.8620092029065539,1,0.401299367022948,0.27598159418689217
dark or the light,0.8735096173288449,1,0.3796601921615944,0.2529807653423102
dark orange,0.9306579310476361,16,0.2519337493341555,0.1386841379047279
"dark orange (not the red, and not the lighter orange)",0.9218123907971226,1,0.27432041388761824,0.15637521840575475
dark orange brown,0.9397678835524358,1,0.2276057220360743,0.12046423289512842
dark orange red,0.9389915846497253,1,0.2297332447491681,0.12201683070054936
dark orangish gold,0.9104245006213765,1,0.30155458194326695,0.17915099875724705
"dark peach, not bright",0.8613800315581389,1,0.40245039675511657,0.27723993688372217
dark pimk,0.8389829494944925,1,0.4413525395001905,0.32203410101101504
dark pink,0.9014743819739083,43,0.3218312952477914,0.19705123605218344
dark pink bright almost red,0.9231303971560667,1,0.2710564748072255,0.1537392056878666
dark pink not bright or greyish,0.9049908669282442,1,0.3139764362204978,0.1900182661435117
dark pink not purple not blue,0.9130423968776588,1,0.2954417346024771,0.17391520624468249
dark pink or light pink,0.9006299277202722,1,0.3236966721006772,0.19874014455945566
"dark pink, not greyish or lightest",0.8814173347990555,1,0.3640915065849901,0.23716533040188903
"dark pink, not the neon one",0.9069928353222394,1,0.30944064142155514,0.1860143293555212
"dark pink, the more faded one",0.9012519562293376,1,0.32232340413998656,0.19749608754132475
dark pink; not bright pink,0.9176882601889833,1,0.28437945205767784,0.1646234796220334
dark pink?,0.9016847642711272,2,0.32136531947209845,0.1966304714577456
dark pinkish brown,0.9148362034298506,1,0.29120345540924086,0.17032759314029877
dark pnik,0.8340318047263483,1,0.4494353042543086,0.3319363905473034
dark puke green,0.8679010119758067,3,0.39035740715852496,0.2641979760483866
dark pup,0.8449537621344572,1,0.431363342910262,0.31009247573108567
dark puple,0.8528295924629695,1,0.4177693111262254,0.29434081507406096
dark puplish blue,0.8454747566168201,1,0.4304789293671599,0.3090504867663597
dark puplish grey,0.8427911894134799,1,0.4350123296553781,0.3144176211730403
dark puprle,0.799235244097675,2,0.5014607744155277,0.40152951180465
dark purp,0.8856932938950461,8,0.3554258788675233,0.22861341220990772
dark purp bluish,0.8968130654362099,1,0.3320294834167761,0.20637386912758027
dark purp not pink,0.9058771524426215,1,0.3119742107860674,0.18824569511475708
dark purp/pink,0.8478406603245372,1,0.42643646712374605,0.3043186793509256
dark purpe,0.857445773670818,1,0.4095731898298922,0.28510845265836404
dark purpil  (not greyish purpil or bluesh purpil),0.889590021931883,1,0.3473716374101608,0.22081995613623406
dark purpl,0.8366864921323744,2,0.44512381125848766,0.3266270157352511
dark purple,0.884189760599849,174,0.3584932192644154,0.231620478800302
"dark purple (good job on the last two, by the way)",0.8722332316412502,1,0.3821192683981357,0.25553353671749957
dark purple blue,0.911975028065427,2,0.2979443564294572,0.17604994386914607
dark purple blueish?,0.8860973738986143,1,0.3545977236995405,0.22780525220277137
dark purple bluish,0.8863214905804109,1,0.35413770318190385,0.22735701883917825
dark purple but not greyish purple,0.8930601082978621,1,0.34006922281609686,0.21387978340427583
dark purple gray,0.8947539497475994,1,0.3364591445431999,0.21049210050480127
dark purple grey,0.8977202564429194,1,0.33006340127220085,0.20455948711416116
"dark purple i think, this one is hard",0.8728817219307027,1,0.3808717260477059,0.25423655613859464
dark purple lol,0.8936786506004417,1,0.3387544302475246,0.21264269879911657
dark purple more masculine,0.8881707023099157,1,0.35032291655981784,0.22365859538016863
dark purple not grey,0.8960176482723669,1,0.3337460073462196,0.2079647034552663
dark purple not lavendar,0.8850792221510211,1,0.35668132242920936,0.22984155569795783
dark purple not neon not gray,0.9036731892751129,1,0.31693636297506445,0.19265362144977427
dark purple or dark gray?,0.8851551807608165,1,0.35652622956095625,0.2296896384783671
dark purple the dullest,0.9114505514792276,1,0.2991688682899633,0.1770988970415448
dark purple with a little more blue,0.8918506878130555,1,0.3426284485600234,0.21629862437388891
dark purple yes,0.8993629041965854,1,0.32648056524143465,0.20127419160682924
"dark purple, brightest purple",0.9017994369532311,1,0.3211111207572247,0.19640112609353788
"dark purple, it's the one that is most 'purple' not blue-purple or red-purple",0.8811334926793044,1,0.3646604862845403,0.23773301464139118
"dark purple, not brightest one",0.9015796109971919,1,0.3215982858217124,0.19684077800561628
"dark purple, not the bluish purple",0.896011081457052,1,0.33376015032052464,0.207977837085896
"dark purple, not the bright and vibrant one",0.9051374376133503,1,0.3136459479729018,0.1897251247732994
"dark purple, not the one that looks bluish purple",0.8951578457830889,1,0.3355938397911286,0.20968430843382224
"dark purple, not the pinkish looking one",0.9010383537654102,1,0.322795468571227,0.1979232924691796
"dark purple, not the red",0.9128391402854031,1,0.2959194043670206,0.17432171942919372
"dark purple, not the truer purple",0.8885199145532022,1,0.3495986678517143,0.22296017089359554
"dark purple, purple, grey",0.9039635553250959,1,0.3162858296523279,0.19207288934980826
"dark purple, purple, red",0.9198042543734753,1,0.2792471904115271,0.1603914912530493
"dark purple, vomit, and light purple?",0.8708551532286448,1,0.38475785629404674,0.25828969354271036
dark purple-ish,0.8493191506830278,1,0.4238882741436566,0.30136169863394446
dark purple-pink,0.8553289349106067,1,0.4133530422554419,0.2893421301787866
dark purple.,0.8841654762362072,2,0.35854257966549175,0.23166904752758555
dark purple/blue,0.8724740025703634,4,0.38165652323650123,0.2550519948592731
dark purple/blue color,0.8891881881416471,1,0.348209266687701,0.22162362371670574
dark purple/pink,0.9112092908100766,1,0.29973100149633247,0.17758141837984676
dark purple?,0.8857688733032693,1,0.35527110290987696,0.2284622533934615
dark purpley brown,0.896102732020744,1,0.3335627203068923,0.20779453595851205
dark red,0.9201903851142911,6,0.2783041388308029,0.15961922977141785
"dark red ,",0.9222633304531586,1,0.27320642863549593,0.15547333909368288
"dark red, blood",0.9096057812931481,1,0.30344895374375236,0.18078843741370387
"dark red, but not super dull",0.8967575247876358,1,0.3321495625852686,0.20648495042472836
"dark red, not pink",0.9188897831636434,1,0.28147256817378097,0.1622204336727131
dark reddish pink?,0.9181442386905301,1,0.28327855244847655,0.16371152261893984
dark rose,0.8501581298252308,2,0.4224346975568779,0.2996837403495385
dark rose pink,0.8862358164929068,1,0.3543136160984178,0.22752836701418633
dark royal blue,0.9083056525925979,1,0.3064404962837021,0.18338869481480424
dark salmon,0.8414340173406876,1,0.4372842826764794,0.31713196531862486
dark sand,0.8392822253965704,1,0.44085819904810364,0.32143554920685924
dark shade,0.8334064437794911,2,0.4504435228977175,0.33318711244101773
dark shade of blue,0.8812482115580229,1,0.36443061765842233,0.23750357688395418
dark sky,0.893933745388632,4,0.3382110213445931,0.21213250922273597
dark sky blue,0.920086932708706,1,0.27855700056788896,0.159826134582588
dark sky color,0.8946809715771956,1,0.33661530764117925,0.21063805684560877
dark subdued red,0.8942536124928728,1,0.33752866292816175,0.21149277501425434
dark sunflower,0.8389829494944925,1,0.4413525395001905,0.32203410101101504
dark tan,0.8880401207583997,2,0.35059342058493753,0.22391975848320067
"dark tan, not clay gray, not basic gray",0.8833500765832004,1,0.36019662510471795,0.23329984683359917
dark teal,0.8935593364641023,8,0.33900836085694447,0.2128813270717953
dark teal with the most blue,0.9073166646156307,1,0.30870251159283435,0.1853666707687387
dark violet,0.845973925283879,1,0.4296296173940161,0.3080521494322419
dark violet no blue hues,0.8463117212436996,1,0.42905378891266194,0.30737655751260085
dark vomit,0.820534116746324,1,0.47058261307752386,0.3589317665073519
dark yellow,0.9257414777779072,11,0.26451766997165976,0.14851704444418568
dark yellow green,0.9299343327074414,1,0.2538087746974167,0.14013133458511717
dark yellow?,0.9267893928190505,1,0.26186571397346836,0.14642121436189903
dark yet bright yellow,0.887485731917581,1,0.3517399479163923,0.2250285361648381
dark yucky green,0.8618459053468728,1,0.4015984289918782,0.27630818930625445
dark',0.8389829494944925,1,0.4413525395001905,0.32203410101101504
"dark, I guess",0.8620197543706543,1,0.40128003543966434,0.2759604912586915
"dark, dark purple, like nighttime",0.875626949098226,1,0.3755483751923085,0.24874610180354795
"dark, gray green",0.9063272291903459,1,0.31095391110962733,0.18734554161930816
"dark, gray, pale green",0.8850774784186859,1,0.35668488212900856,0.22984504316262822
"dark, light blue, not aqua",0.9121642495465031,1,0.2975017349553961,0.1756715009069938
"dark, meaning bright?",0.8378939468456789,1,0.4431457531152959,0.3242121063086423
"dark, pale purple",0.8603000874623085,1,0.40441836510843143,0.2793998250753831
dark/forrest green,0.9373301339813861,1,0.2342514183954781,0.1253397320372278
dark?,0.8387218048179316,4,0.4417833535261282,0.32255639036413686
darke rpurple,0.8933544441070576,1,0.33944407440129415,0.2132911117858849
darker,0.8033120305381419,55,0.49577655124177133,0.39337593892371614
darker bl;ue,0.8109151623294376,1,0.48489324562483593,0.3781696753411248
darker blu,0.9189122557861967,1,0.28141801570219727,0.16217548842760654
darker blue,0.9017773267605987,122,0.32116014470046694,0.19644534647880252
darker blue / gray blue,0.8941409420418752,1,0.3377691411291006,0.21171811591624956
darker blue greyish,0.9037612687955656,1,0.3167391329212064,0.19247746240886876
darker blue not lighter blue,0.9070934138276936,1,0.30921151811836717,0.1858131723446128
darker blue one,0.9056640611426088,1,0.3124564479323429,0.18867187771478244
darker blue storm cloud?,0.8388772413256274,1,0.44152698852219874,0.3222455173487453
darker blue tint,0.8868966396430702,1,0.35295487246737756,0.2262067207138596
darker blue',0.8987287917118696,1,0.32786715946939077,0.20254241657626082
"darker blue, more blue less gray",0.9079521783603437,1,0.3072503059679671,0.1840956432793126
"darker blue, not bright",0.9107763470298771,2,0.30073795033951595,0.17844730594024583
"darker blue, not purple",0.9051942343329109,1,0.3135178152289224,0.18961153133417818
"darker blue...not grey, not pale blue",0.903856015612624,1,0.31652687369421817,0.19228796877475207
darker blue/gray,0.8355285816733853,1,0.44701068278499556,0.32894283665322943
darker blue/grey,0.8831328591056941,1,0.3606361626706369,0.2337342817886119
darker blue/purply,0.8109151623294376,1,0.48489324562483593,0.3781696753411248
darker blye,0.8898524513429394,1,0.3468237118153414,0.2202950973141211
darker bright blue,0.9126203400093856,1,0.2964330227743436,0.17475931998122873
darker bright or darker dull,0.8697833721124899,1,0.38679829960637896,0.2604332557750202
darker brighter green,0.8920752885003933,1,0.342154327526752,0.2158494229992134
darker brown,0.8889908783938902,9,0.3486199619560002,0.22201824321221952
darker brown actually,0.838303649772964,1,0.44247214006171376,0.323392700454072
darker burnt orange,0.9069876055268585,1,0.30945255189888293,0.18602478894628294
darker color,0.851884940382116,2,0.41942548651582856,0.2962301192357679
darker color like the Lakers or Vikings jerseys,0.8681255843567208,1,0.38993442373635046,0.26374883128655835
"darker color, less like mixed cement, more like a shade darker of the two",0.8613629558647754,1,0.40248158940471124,0.2772740882704492
darker drab,0.8354181083368137,1,0.44719019376742714,0.3291637833263725
darker dull green or lighter dull green?,0.8963943163653069,1,0.33293400040292853,0.20721136726938627
darker dull pink,0.8937931502921733,1,0.3385106051159151,0.21241369941565336
darker duller green,0.8873826854870621,1,0.3519527178316143,0.22523462902587577
darker duller purple,0.8890962498936757,1,0.3484006829566094,0.2218075002126485
darker eal green,0.8860736302620612,1,0.3546464305717199,0.22785273947587759
darker eggplant,0.8042247954465398,1,0.4944895376568198,0.3915504091069204
darker gey,0.8109151623294376,1,0.48489324562483593,0.3781696753411248
darker grass of two,0.8693472863172212,1,0.3876256073121843,0.2613054273655575
darker gray,0.870396386962656,25,0.3856324957995345,0.25920722607468805
darker gray - has a little black in it,0.8593017944164278,1,0.4062289090003748,0.2813964111671443
darker gray less purpleish,0.864099616475203,1,0.39745111735821287,0.2718007670495941
darker gray or brown,0.90025966679629,1,0.3245120522425519,0.19948066640742002
darker gray purple,0.8910905798940035,1,0.34422912464749,0.21781884021199294
"darker gray, a little brownish, almost",0.8804959670664273,1,0.3659356454463564,0.2390080658671454
darker gray..not with pupleish tint,0.8507136309718216,1,0.4214692230204382,0.29857273805635676
darker gray/blue,0.8571989359290121,1,0.41001582574950235,0.28560212814197583
darker grayer green,0.8975357425472633,1,0.3304640072548513,0.20492851490547337
darker grayish purple,0.884398199514441,1,0.3580693093246049,0.23120360097111803
darker green,0.8874468686706066,154,0.35182020510042883,0.22510626265878675
darker green   NOT pool water,0.8717471978321341,1,0.3830518078983868,0.2565056043357319
darker green but not dull,0.8868738851308942,1,0.35300173112875044,0.22625222973821169
darker green but not gray,0.8937806697565117,1,0.3385371889068927,0.21243866048697657
darker green but not the darkest,0.8808290738283047,1,0.36526985851076216,0.23834185234339067
darker green close to olive,0.8845345645773746,1,0.3577917487377603,0.23093087084525088
darker green grey,0.8984123556863342,1,0.32855744643250123,0.2031752886273317
darker green less bright,0.8953062921291247,2,0.33527537259910334,0.20938741574175057
darker green not the blueish one,0.8952556593219959,1,0.3353840233532868,0.20948868135600818
darker green shade,0.8685465225300784,2,0.38914039694835006,0.2629069549398433
darker green teal,0.9027128377554275,1,0.31908104031452567,0.1945743244891449
"darker green, but less yellow",0.9135504370045043,1,0.2942455202384825,0.17289912599099133
"darker green, but not the grey one",0.895937419597329,1,0.3339187644315317,0.20812516080534205
"darker green, no brown",0.9024279648736766,1,0.3197152006776638,0.1951440702526468
"darker green, not bright",0.9045906453907686,1,0.3148775860004135,0.19081870921846278
"darker green, not brown",0.9048000898787153,1,0.3144062269792589,0.1903998202425694
"darker green, not light, not greeer",0.8869584730586583,1,0.35282751204117246,0.22608305388268346
"darker green, not the yellow one",0.9132627312826125,1,0.2949233427727933,0.17347453743477503
darker green-ish blue,0.889004779836627,1,0.348591039378327,0.22199044032674609
darker green. Not the grey,0.9009083294809052,1,0.32308257345804103,0.1981833410381897
darker green. not bright,0.9028612298022249,2,0.3187503363693813,0.19427754039555012
darker green. not the yellow green or sage green,0.9228420693955538,1,0.2717725744862382,0.1543158612088924
"darker green. there's blue-grey, shock green and the target.",0.8985067063997335,1,0.32835174071704903,0.20298658720053298
darker green?,0.8868141845900558,3,0.35312464869492377,0.22637163081988843
darker greenish,0.8670146718180283,1,0.3920225460181689,0.26597065636394346
darker greenish with hint of brown,0.8820693240509128,1,0.3627816309616343,0.23586135189817448
darker grey,0.8733341147279441,47,0.37999918578590985,0.2533317705441118
darker grey (not the lighter green-grey),0.8814749147300873,1,0.36397598993514,0.23705017053982536
darker grey gosh they loook so similar,0.8113862063773328,1,0.4842066967312084,0.37722758724533434
darker grey green,0.8984123556863342,1,0.32855744643250123,0.2031752886273317
darker grey purple,0.8920442761401665,1,0.342219824255235,0.21591144771966708
darker grey purple? hmm,0.8719229563817507,1,0.3827148291146694,0.2561540872364987
darker grey with more color to it,0.8896561460686241,1,0.34723364315624033,0.22068770786275183
"darker grey, maybe light purple hue",0.8644185151831335,1,0.3968607961088183,0.271162969633733
"darker grey, no blue",0.9028639056101948,1,0.31874437080658036,0.1942721887796104
"darker grey, not purpleish",0.8878343996040002,1,0.3510192309393788,0.22433120079199953
"darker grey, not tanish",0.8782657835754692,1,0.3703661151113828,0.2434684328490615
"darker grey, not the bluish one",0.892836994027968,2,0.3405424971773146,0.21432601194406398
"darker grey, not the one that looks purplish",0.88634163199449,1,0.3540963366383905,0.22731673601101998
darker grey-blue,0.7943996926000397,1,0.5080687632226792,0.41120061479992054
darker grey?,0.8700422743904442,1,0.38630633651434915,0.2599154512191115
darker greyish,0.8652291469208824,1,0.39535630543086175,0.26954170615823525
darker greyish green,0.896833174738144,2,0.33198599878360835,0.2063336505237121
darker lavender,0.8242261489244812,2,0.464924299773842,0.3515477021510376
darker leaf color,0.7843546817063652,1,0.5213408683441095,0.4312906365872695
darker less intense green,0.8820743158298429,1,0.3627715865156238,0.23585136834031428
darker lime,0.8603040531049283,1,0.40441115635881386,0.2793918937901434
darker more vibrant green,0.88920787777834,1,0.34816826153382296,0.22158424444332003
darker most green not bright,0.9050683136040142,1,0.3138018402564835,0.18986337279197163
darker neom green,0.8884124278164923,1,0.34982172096001973,0.22317514436701535
darker not bright,0.8836236623100836,1,0.3596423752549469,0.2327526753798328
darker not purple ...mauve??,0.8729947434648638,1,0.38065391190687825,0.25401051307027234
darker not so bright purple that kind of has a pink hue also,0.8751273400031117,1,0.37652229490252187,0.2497453199937767
darker of 2,0.8456066053299469,1,0.4302547805482354,0.30878678934010617
darker of blue,0.8897507249646383,1,0.34703618933472485,0.2204985500707235
darker of blue green,0.9075225487315587,1,0.30823257537581406,0.18495490253688263
darker of blues,0.8450262023167999,1,0.4312404963110966,0.30994759536640015
darker of not grn,0.8928271661867385,1,0.3405633322161924,0.21434566762652296
darker of the 2 blues,0.85914788032724,1,0.40650731906373166,0.28170423934552
darker of the 2 greys,0.8265600009723401,1,0.46129905846126024,0.3468799980553199
darker of the 2 similar,0.8517362321739869,1,0.4196855582782147,0.2965275356520263
darker of the 2 similar colors,0.8463949009485218,1,0.4289118609485229,0.30721019810295647
darker of the 2 the same color,0.8715578419766173,1,0.38341454738105285,0.2568843160467653
darker of the 2 turqoise,0.8741050885848721,1,0.37850792481941176,0.25178982283025575
darker of the blues,0.8658511293881633,3,0.39419811878893407,0.26829774122367334
darker of the blues. not bright,0.8835289932027879,1,0.3598342450940653,0.23294201359442424
darker of the brownish,0.8886288754890616,1,0.34937243648107713,0.2227422490218769
darker of the grass colors,0.8690364792378404,1,0.38821422390514676,0.2619270415243191
darker of the gray,0.8769358075498488,2,0.37298604654674483,0.24612838490030242
darker of the greenish ones,0.8814955382246555,1,0.36393460743686745,0.23700892355068892
darker of the greens,0.8648211817150712,5,0.3961141704039602,0.2703576365698577
darker of the greens grayish tint maybe,0.8667117694585013,1,0.39259003492067746,0.2665764610829975
darker of the greyish blue,0.8994502888895357,1,0.32628913608998694,0.20109942222092858
darker of the light blue,0.8897080144874044,1,0.34712536794519955,0.22058397102519112
"darker of the light blue colors...grrr, hard one",0.8751769976176178,1,0.3764255965235436,0.2496460047647644
darker of the mustards,0.863095693775302,1,0.3993038569496058,0.2738086124493959
darker of the pinks,0.8502119700715373,3,0.42234122802656915,0.2995760598569255
darker of the purples,0.8573702589021063,1,0.40970865778397464,0.28525948219578745
darker of the purplish,0.8636874849918355,1,0.39821274154627406,0.2726250300163291
darker of the similar shades,0.8372078288644125,1,0.4442710675267643,0.32558434227117505
darker of the tans,0.8636571995601263,1,0.39826865245783005,0.27268560087974736
darker of the three colors,0.8486808110592421,1,0.4249905461890161,0.3026383778815158
darker of the two,0.8594103291794764,2,0.40603246629630263,0.2811793416410473
darker of the two closest to mauve,0.8784420348211965,1,0.37001767807523495,0.24311593035760692
"darker of the two grays, has more blue in it",0.877685970450638,1,0.3715103190777494,0.24462805909872398
darker of the two greens,0.8648310210260786,1,0.3960959089737193,0.2703379579478429
darker of the two pinks,0.848976767841729,2,0.4244798891509249,0.3020464643165419
darker of the two purple,0.8734303700152787,1,0.37981329752040294,0.25313925996944264
darker of the two purples,0.8555660912583468,1,0.41293138249641875,0.28886781748330637
darker of the yellows,0.8419868036624877,1,0.4363605710310877,0.31602639267502464
darker olive,0.8545151081842078,2,0.4147965593992658,0.2909697836315843
darker olive green,0.8901681812569026,1,0.34616356893025313,0.21966363748619488
darker one,0.8621923827917131,9,0.40096362591162993,0.2756152344165739
darker one',0.8677936573478665,1,0.39055945479857423,0.264412685304267
"darker one, right? not the aquamarine one correct?",0.8572734195415069,1,0.4098823122499189,0.28545316091698614
darker one?,0.8660669810557261,2,0.3937954059686504,0.2678660378885478
darker or lighhter,0.8411963817332568,1,0.43768066994909477,0.3176072365334863
darker or lighter,0.8505539475165369,5,0.42174700527278897,0.2988921049669262
darker or lighter flower,0.8479897068605659,1,0.426180354158862,0.3040205862788683
darker or lighter of the two remaining,0.8480582110721501,1,0.4260625826764446,0.30388357785569986
darker or lighter of the two?,0.8624796219378676,1,0.4004365911248222,0.2750407561242647
darker or lighter?,0.8502200982769706,4,0.42232711505235454,0.2995598034460587
darker or teal looking,0.8795309085337577,1,0.3678585825419234,0.2409381829324846
darker orage,0.8013985035121841,1,0.4984575633674607,0.3972029929756318
darker orange,0.9223957914304998,14,0.27287866348609635,0.15520841713900047
darker orange   NOT the tan colored orange,0.9141144891627433,1,0.2929135925618585,0.1717710216745134
"darker orange red, not pink",0.9288805453075353,1,0.25652505048511587,0.14223890938492945
"darker orange, blood orange",0.9366894401411603,1,0.23598111150766565,0.12662111971767942
"darker orange, not the bright one or the browner one",0.9065939253372467,1,0.3103482001833069,0.1868121493255066
"darker orange, the redder of the two orange",0.9027586625724856,1,0.3189789426961451,0.1944826748550288
darker orange-y one,0.8668023470804097,1,0.392420420655788,0.2663953058391806
darker orangish,0.8867847096894892,1,0.35318532153411764,0.22643058062102162
darker orlighter,0.8109151623294376,1,0.48489324562483593,0.3781696753411248
darker paler blue,0.8820707128720737,1,0.3627788364029605,0.23585857425585255
darker pea,0.8175870248520533,1,0.4750327401767631,0.3648259502958935
darker periwinkle purple/blue,0.7862561177512989,1,0.5188749735999478,0.4274877644974022
darker pink,0.8905844796813238,46,0.3452915937913777,0.21883104063735237
darker pink or lighter one,0.885837145614494,1,0.3551312423245364,0.228325708771012
darker pink purple,0.900685977492252,1,0.3235731072032203,0.19862804501549602
"darker pink, less purple",0.8989951128906674,1,0.3272853426749073,0.20200977421866528
"darker pink, more purple",0.8988339392504207,1,0.32763754279853263,0.2023321214991587
"darker pink, not hot pink not dull purple",0.9080778009056293,1,0.30696267614993544,0.18384439818874143
darker pink/ more red pink,0.9110585591130375,1,0.3000818384976188,0.17788288177392508
darker pink/blush with some brown tones,0.8858510250643344,1,0.3551028036680657,0.22829794987133112
darker pink/purple,0.8224509424512179,1,0.46765658444678593,0.3550981150975643
darker pinkish purple,0.8963251612688702,1,0.33308319671232767,0.20734967746225963
darker puke,0.7662466778126206,1,0.5437719005741949,0.46750664437475886
darker purp,0.8495011491534271,2,0.42357342000947124,0.30099770169314577
darker purp;e,0.8388091692985528,1,0.4416392832722482,0.3223816614028945
darker purple,0.8702328261131929,106,0.3859438736807684,0.2595343477736143
darker purple *,0.8696629559270086,1,0.3870269113360175,0.2606740881459828
darker purple blu,0.9092003234672414,1,0.304384088983559,0.1815993530655171
darker purple grey,0.8882684981716007,2,0.3501202167582933,0.2234630036567986
darker purple leaning more pink/red,0.878202201882727,1,0.37049174057308637,0.24359559623454596
darker purple not blueish one,0.8930052319707162,1,0.3401856758543609,0.21398953605856752
darker purple not the blueish one,0.8910354014934024,1,0.3443450900745042,0.21792919701319513
darker purple not the bright one or the dull colored one,0.8938080803403217,1,0.3384788016586967,0.21238383931935667
darker purple not the bright purple,0.8990214823167134,1,0.3272276924141605,0.20195703536657317
darker purple one,0.8842432179531846,2,0.358384541546088,0.23151356409363077
darker purple with less pink,0.888076915375039,1,0.3505172166749839,0.22384616924992207
"darker purple, but not bright",0.8891809515061565,1,0.34822433653825063,0.221638096987687
"darker purple, like mixed with gray",0.8697460645927835,1,0.3868691421118719,0.26050787081443305
"darker purple, more dull",0.8816621296502395,1,0.3636001806414447,0.23667574069952102
"darker purple, more neon less pink",0.9018524296088112,1,0.32099360003443694,0.19629514078237764
"darker purple, not light not brownish",0.8926238110637262,1,0.3409942189870877,0.21475237787254753
"darker purple, not pink",0.8993695306257823,1,0.3264660520209652,0.20126093874843543
"darker purple, not the blue",0.9036516314805995,1,0.316984622195041,0.19269673703880108
"darker purple, not the bright or the gray",0.8991120534490463,1,0.32702962257660195,0.20177589310190736
"darker purple, the brighte one",0.8550951790556932,1,0.41376821120311663,0.2898096418886136
darker purple-blue,0.7583276516244123,1,0.5529999554012386,0.4833446967511754
darker purple. not as bright as the other 2 options,0.8604835930575153,1,0.4040846513120977,0.27903281388496937
darker purple..kind of bright,0.8828458280191233,1,0.36121626637945586,0.23430834396175348
darker purple/pink,0.8855285905294641,1,0.35576297269943813,0.22894281894107182
darker purple/rose color,0.8503064935249067,1,0.42217707522195513,0.29938701295018655
darker purple?,0.8678713315841392,1,0.39041327742936854,0.2642573368317216
darker purpley grey,0.8693665628708115,1,0.38758907275350324,0.261266874258377
"darker purply, deep bluey color",0.7828744485626072,1,0.523245717964751,0.4342511028747855
darker red,0.9089487674331274,14,0.3049632684331135,0.18210246513374528
darker red wine,0.8271745020443969,1,0.4603382331675271,0.3456509959112062
"darker red, not the grayish one",0.9028454476423394,1,0.31878552014314177,0.19430910471532115
darker sandy,0.8142203591768267,1,0.4800452021028825,0.37155928164634666
darker sea foam,0.8448256134492853,1,0.43158056384358423,0.3103487731014294
darker shade,0.8099274404891822,3,0.48632815958759235,0.3801451190216356
darker shade green,0.863611335624927,1,0.39835330851748263,0.27277732875014604
darker shade of blue,0.8730826857735006,1,0.3804843505420511,0.25383462845299887
darker shade of pink,0.8647964014816454,1,0.39616015801460047,0.27040719703670923
darker shade of purple,0.8546647507505646,1,0.41453153284333516,0.29067049849887083
darker shade of similar two,0.8299007411100439,1,0.456043565722273,0.3401985177799123
darker shade of the 2,0.8523809266774625,1,0.41855680157385944,0.2952381466450751
darker shade of the two similar ones,0.8505862647926735,1,0.42169080296054773,0.29882747041465296
darker shade purple,0.8494108612604594,1,0.42372964883438013,0.3011782774790812
darker shade...grass,0.8771395000804996,1,0.37258585756400675,0.24572099983900086
darker shade?,0.8013142485679394,1,0.4985750816062772,0.39737150286412115
darker sky blue,0.91184214790302,1,0.29825491926742276,0.17631570419396003
darker tan,0.878102961086195,2,0.3706877461871303,0.24379407782760998
darker tan less yellow,0.9066780474569763,1,0.3101569708291174,0.18664390508604733
darker teal,0.8823904601164191,3,0.3621349533291131,0.23521907976716183
darker teal?,0.8761544797364033,1,0.37451753835877033,0.24769104052719348
darker than the brightest color but not the dull color,0.8876569741893098,1,0.3513861322307203,0.22468605162138044
"darker than the mint, not bright green",0.8945212946305756,1,0.33695679693738645,0.21095741073884877
darker than the other 2,0.8527681861556707,1,0.4178771850603967,0.2944636276886585
darker than the other one,0.8703395852802682,1,0.3857406584906244,0.25932082943946355
darker than the other same,0.8747164038418518,1,0.3773216464715778,0.2505671923162964
darker then?,0.8194270121446471,1,0.4722612242470493,0.36114597571070584
darker turqoise,0.8882958252366844,1,0.3500635591975536,0.22340834952663124
darker turquoise,0.848721905645632,1,0.4249196805585218,0.302556188708736
darker ugly purple,0.8378137674098541,1,0.4432774354633574,0.3243724651802917
darker violet,0.828154597488331,1,0.4588003003684257,0.34369080502333804
darker washed out blue,0.8507418874317291,1,0.4214200477264434,0.29851622513654186
darker yellow,0.9158497946104487,9,0.2887904019576938,0.16830041077910263
darker yellow green,0.9227697002760472,1,0.27195212919848016,0.15446059944790558
darker yellow/green,0.8015073058461972,1,0.4983057406019945,0.39698538830760555
darker yellowish,0.9101763524648472,1,0.3021296178962607,0.17964729507030563
"darker, bluer gray",0.9041850466551752,1,0.3157889497692514,0.19162990668964963
"darker, brighter purple, Not the pink",0.9017663379721255,1,0.3211845075974358,0.19646732405574907
"darker, dull violet",0.843667161018936,1,0.4335385468395775,0.31266567796212796
"darker, more olive green. not yellow green",0.9142882184973953,1,0.2925025406537811,0.17142356300520945
"darker, most bluest",0.8895971094960948,1,0.34735684852506243,0.22080578100781034
"darker, purple blue",0.9065761366063098,1,0.31038862744432405,0.18684772678738049
"darker, right?",0.7977829471087488,1,0.503460593388163,0.4044341057825025
"darker, seafoam green",0.9031012411670293,1,0.31821491958880527,0.19379751766594144
darker...no greenish tint,0.8678294293459762,1,0.3904921409852281,0.26434114130804764
